order_id,order_date,region,store_id,salesperson_id,product_category,product_name,sales_channel,customer_segment,customer_age,units_sold,unit_price,discount_pct,revenue,cost,profit,profit_margin_pct,marketing_spend,satisfaction_score,payment_method
ORD-2023-00286,2023-08-04,West,ST-20,SP-29,Home & Garden,LED Desk Lamp,Partner,SMB,48,8,310.44,11.3,2783.03,1369.1,1413.93,50.81,222.82,5.9,Debit Card
ORD-2023-00287,2023-12-03,West,ST-23,SP-38,Electronics,Gaming Mouse,In-Store,Enterprise,34,42,261.24,12.4,9791.82,6761.32,3030.5,30.95,416.47,8.8,Debit Card
ORD-2022-00288,2022-03-21,West,ST-23,SP-33,Home & Garden,Robot Vacuum,In-Store,Enterprise,60,10,115.68,17.8,527.17,284.4,242.77,46.05,22.97,10.0,Debit Card
ORD-2024-00289,2024-12-05,South,ST-07,SP-45,Food & Beverage,Premium Tea Set,Partner,Consumer,46,2,49.25,8.1,119.64,40.46,79.18,66.18,13.87,7.9,Credit Card
ORD-2024-00290,2024-04-16,South,ST-07,SP-46,Home & Garden,Robot Vacuum,In-Store,Enterprise,22,23,115.68,12.5,2678.89,1223.88,1455.01,54.31,98.3,7.4,Credit Card
ORD-2022-00291,2022-11-13,South,ST-11,SP-17,Clothing,Sports Hoodie,In-Store,SMB,39,15,111.33,13.9,1578.01,690.93,887.08,56.22,73.87,6.6,Bank Transfer
ORD-2024-00292,2024-09-17,South,ST-09,SP-37,Clothing,Formal Blazer,In-Store,Enterprise,64,24,131.12,8.4,3673.59,1755.62,1917.97,52.21,117.13,7.7,Credit Card
ORD-2023-00293,2023-03-16,East,ST-15,SP-36,Home & Garden,Garden Tool Kit,Phone,SMB,62,5,239.74,15.6,1176.72,570.59,606.13,51.51,74.85,8.6,Credit Card
ORD-2024-00294,2024-01-30,North,ST-01,SP-47,Clothing,Denim Jeans,In-Store,Consumer,67,1,124.2,19.8,111.62,55.23,56.39,50.52,4.84,8.5,Bank Transfer
ORD-2024-00295,2024-06-18,North,ST-06,SP-34,Clothing,Winter Jacket,Phone,Consumer,66,3,50.33,12.2,126.66,54.51,72.15,56.96,8.31,8.2,Credit Card
ORD-2023-00296,2023-07-20,West,ST-21,SP-43,Clothing,Sports Hoodie,Online,Enterprise,67,15,111.33,10.0,1861.31,896.52,964.79,51.83,154.19,7.5,Credit Card
ORD-2023-00297,2023-12-14,South,ST-09,SP-15,Home & Garden,Air Purifier,In-Store,SMB,22,16,97.51,9.3,1418.41,709.99,708.42,49.94,56.84,7.3,Credit Card
ORD-2024-00298,2024-11-17,West,ST-23,SP-37,Clothing,Denim Jeans,Partner,Consumer,37,8,124.2,12.4,1304.2,659.29,644.91,49.45,158.75,8.2,Cash
ORD-2024-00299,2024-09-14,North,ST-01,SP-25,Home & Garden,Air Purifier,In-Store,SMB,42,14,97.51,9.5,1662.43,667.88,994.55,59.83,79.75,7.6,Credit Card
ORD-2023-00300,2023-12-02,North,ST-02,SP-31,Clothing,Running Shoes,Partner,SMB,65,9,83.82,9.2,838.09,341.9,496.19,59.2,95.65,8.1,Bank Transfer
ORD-2023-00301,2023-06-28,North,ST-02,SP-16,Sports & Outdoors,Camping Tent,Online,Enterprise,27,41,125.54,11.1,3904.87,1991.18,1913.69,49.01,320.16,9.0,Debit Card
ORD-2023-00302,2023-10-08,East,ST-17,SP-18,Food & Beverage,Gourmet Nuts Bundle,Online,SMB,58,19,27.14,15.0,742.15,275.89,466.26,62.83,60.82,8.2,Credit Card
ORD-2024-00303,2024-10-26,South,ST-12,SP-50,Electronics,Wireless Headphones,In-Store,Consumer,66,4,286.18,7.4,1164.15,660.22,503.93,43.29,42.7,8.0,Credit Card
ORD-2023-00304,2023-06-23,South,ST-10,SP-40,Clothing,Running Shoes,In-Store,SMB,66,14,83.82,16.5,796.92,334.03,462.89,58.08,25.75,7.3,Cash
ORD-2022-00305,2022-09-26,West,ST-24,SP-15,Home & Garden,Garden Tool Kit,Online,SMB,49,9,239.74,4.3,1975.11,1131.04,844.07,42.74,124.78,7.6,Cash
ORD-2024-00306,2024-10-20,North,ST-06,SP-34,Food & Beverage,Protein Bar Pack,Phone,SMB,57,4,22.99,7.7,94.47,38.13,56.34,59.64,4.17,6.8,Cash
ORD-2023-00307,2023-06-05,East,ST-18,SP-07,Food & Beverage,Protein Bar Pack,Online,SMB,57,11,22.99,6.9,293.43,106.15,187.28,63.82,21.38,6.8,Bank Transfer
ORD-2022-00308,2022-12-24,West,ST-21,SP-23,Clothing,Sports Hoodie,In-Store,Consumer,27,5,111.33,8.6,569.73,292.8,276.93,48.61,27.82,6.1,Credit Card
ORD-2023-00309,2023-11-22,South,ST-11,SP-37,Clothing,Winter Jacket,Online,SMB,42,12,50.33,13.0,700.44,325.53,374.91,53.52,52.52,9.3,Credit Card
ORD-2024-00310,2024-01-14,West,ST-23,SP-29,Clothing,Running Shoes,Phone,Enterprise,37,15,83.82,5.1,1464.02,637.71,826.31,56.44,66.52,6.0,Debit Card
ORD-2024-00311,2024-08-27,East,ST-13,SP-50,Clothing,Winter Jacket,Online,Consumer,27,7,50.33,6.4,387.4,160.63,226.77,58.54,26.98,7.0,Debit Card
ORD-2022-00312,2022-12-16,North,ST-06,SP-23,Sports & Outdoors,Camping Tent,Partner,Consumer,56,8,125.54,4.1,917.27,496.47,420.8,45.88,93.89,6.9,Bank Transfer
ORD-2024-00313,2024-07-24,East,ST-18,SP-37,Food & Beverage,Gourmet Nuts Bundle,Online,SMB,56,5,27.14,8.3,187.93,66.69,121.24,64.51,12.87,7.5,Credit Card
ORD-2022-00314,2022-10-07,South,ST-10,SP-35,Electronics,USB-C Hub,Partner,Consumer,22,5,623.93,10.8,2295.76,1573.63,722.13,31.45,236.22,7.6,Cash
ORD-2023-00315,2023-01-22,South,ST-11,SP-28,Clothing,Running Shoes,Phone,Consumer,46,2,83.82,8.0,140.69,58.18,82.51,58.65,9.78,9.4,Credit Card
ORD-2023-00316,2023-07-11,South,ST-12,SP-35,Home & Garden,LED Desk Lamp,Online,Enterprise,30,50,310.44,8.5,12748.19,6138.23,6609.96,51.85,1142.53,6.4,Credit Card
ORD-2024-00317,2024-10-04,North,ST-01,SP-10,Electronics,Laptop Pro,Online,Enterprise,39,38,390.62,13.3,17431.85,10277.43,7154.42,41.04,1102.26,6.6,Credit Card
ORD-2023-00318,2023-10-01,West,ST-22,SP-24,Food & Beverage,Organic Coffee Box,Online,Consumer,31,7,52.46,3.0,521.11,193.08,328.03,62.95,33.99,7.4,Credit Card
ORD-2023-00319,2023-05-28,West,ST-25,SP-01,Electronics,Tablet HD,In-Store,Consumer,37,1,758.83,5.0,786.7,531.03,255.67,32.5,23.8,7.0,Debit Card
ORD-2024-00320,2024-03-07,East,ST-15,SP-21,Electronics,Laptop Pro,Phone,Consumer,29,5,390.62,5.0,2228.27,1561.75,666.52,29.91,162.87,6.7,Credit Card
ORD-2023-00321,2023-03-23,West,ST-20,SP-41,Food & Beverage,Organic Coffee Box,Online,SMB,29,10,52.46,1.1,534.73,163.79,370.94,69.37,50.05,5.6,Credit Card
ORD-2024-00322,2024-01-31,West,ST-20,SP-11,Food & Beverage,Gourmet Nuts Bundle,Online,Consumer,62,6,27.14,11.7,171.08,69.32,101.76,59.48,16.08,7.9,Credit Card
ORD-2022-00323,2022-09-15,East,ST-15,SP-36,Home & Garden,Coffee Maker,Phone,SMB,34,15,331.73,7.1,5665.48,2403.59,3261.89,57.57,421.24,6.2,Credit Card
ORD-2023-00324,2023-08-27,East,ST-16,SP-13,Food & Beverage,Gourmet Nuts Bundle,Online,Consumer,39,3,27.14,2.9,109.32,35.34,73.98,67.67,7.67,7.4,Bank Transfer
ORD-2023-00325,2023-06-24,East,ST-16,SP-01,Home & Garden,Throw Pillow Set,Online,SMB,23,14,130.7,14.4,1794.11,794.76,999.35,55.7,162.56,7.0,Debit Card
ORD-2024-00326,2024-03-04,North,ST-06,SP-32,Home & Garden,Air Purifier,In-Store,SMB,63,6,97.51,9.6,385.94,159.01,226.93,58.8,18.54,6.3,Credit Card
ORD-2022-00327,2022-09-23,North,ST-01,SP-13,Electronics,Tablet HD,Online,Consumer,46,5,758.83,2.5,4128.55,2425.62,1702.93,41.25,373.45,10.0,Debit Card
ORD-2024-00328,2024-10-03,West,ST-25,SP-06,Food & Beverage,Organic Coffee Box,Online,Consumer,48,1,52.46,15.6,47.43,16.12,31.31,66.01,2.75,8.0,Cash
ORD-2022-00329,2022-05-25,West,ST-19,SP-14,Sports & Outdoors,Yoga Mat Pro,Online,SMB,46,19,111.0,11.9,1987.95,948.06,1039.89,52.31,201.74,6.2,Credit Card
ORD-2022-00330,2022-08-05,West,ST-23,SP-23,Home & Garden,Garden Tool Kit,In-Store,Consumer,32,7,239.74,9.3,1538.55,797.52,741.03,48.16,62.79,7.0,Cash
ORD-2024-00331,2024-06-26,West,ST-21,SP-36,Sports & Outdoors,Camping Tent,Phone,SMB,62,13,125.54,11.0,1993.51,948.38,1045.13,52.43,99.08,7.9,Credit Card
ORD-2023-00332,2023-06-05,South,ST-10,SP-29,Sports & Outdoors,Yoga Mat Pro,Phone,Consumer,60,3,111.0,23.2,280.83,121.13,159.7,56.87,14.83,5.4,Credit Card
ORD-2023-00333,2023-03-31,North,ST-03,SP-02,Home & Garden,Garden Tool Kit,Phone,Consumer,54,3,239.74,3.4,600.45,289.94,310.51,51.71,28.59,7.1,Debit Card
ORD-2023-00334,2023-05-27,South,ST-09,SP-06,Food & Beverage,Gourmet Nuts Bundle,Partner,Consumer,68,8,27.14,4.6,141.13,59.82,81.31,57.61,15.72,9.9,Credit Card
ORD-2022-00335,2022-07-15,East,ST-15,SP-03,Home & Garden,Throw Pillow Set,In-Store,Consumer,43,7,130.7,7.9,901.21,501.26,399.95,44.38,44.05,7.8,Credit Card
ORD-2022-00336,2022-01-24,East,ST-18,SP-25,Electronics,Laptop Pro,Online,Consumer,42,4,390.62,4.4,1676.44,1114.02,562.42,33.55,174.14,9.1,Debit Card
ORD-2024-00337,2024-07-01,West,ST-23,SP-33,Electronics,Gaming Mouse,Online,SMB,30,18,261.24,10.4,3346.41,1868.58,1477.83,44.16,251.52,8.8,Credit Card
ORD-2022-00338,2022-09-25,West,ST-22,SP-36,Electronics,Gaming Mouse,In-Store,SMB,61,19,261.24,5.6,5809.57,3266.02,2543.55,43.78,270.97,8.1,Bank Transfer
ORD-2023-00339,2023-10-25,East,ST-17,SP-06,Electronics,Gaming Mouse,In-Store,SMB,42,3,261.24,14.3,652.53,377.67,274.86,42.12,23.75,8.7,Credit Card
ORD-2022-00340,2022-10-26,East,ST-14,SP-13,Home & Garden,Air Purifier,Phone,Consumer,29,4,97.51,19.9,409.73,232.24,177.49,43.32,30.02,6.0,Debit Card
ORD-2023-00341,2023-08-13,North,ST-06,SP-08,Clothing,Denim Jeans,Online,SMB,56,20,124.2,9.6,2346.69,976.72,1369.97,58.38,185.82,7.5,Credit Card
ORD-2022-00342,2022-02-07,South,ST-12,SP-34,Electronics,Smart Watch,Online,SMB,66,4,323.54,8.6,888.17,631.2,256.97,28.93,52.58,6.9,Debit Card
ORD-2023-00343,2023-07-10,East,ST-18,SP-24,Sports & Outdoors,Yoga Mat Pro,Online,Consumer,46,7,111.0,9.3,948.37,474.8,473.57,49.94,94.25,6.0,Credit Card
ORD-2022-00344,2022-06-30,North,ST-05,SP-30,Food & Beverage,Organic Coffee Box,Online,Consumer,41,7,52.46,13.7,240.52,72.82,167.7,69.72,21.37,7.9,Credit Card
ORD-2023-00345,2023-12-29,East,ST-14,SP-33,Clothing,Winter Jacket,In-Store,Consumer,23,5,50.33,5.3,190.17,81.36,108.81,57.22,7.12,8.7,Bank Transfer
ORD-2024-00346,2024-12-02,West,ST-23,SP-41,Home & Garden,LED Desk Lamp,Online,SMB,41,13,310.44,8.4,5337.13,2261.44,3075.69,57.63,466.03,9.0,Bank Transfer
ORD-2023-00347,2023-02-19,West,ST-21,SP-45,Home & Garden,Throw Pillow Set,Partner,SMB,31,8,130.7,6.5,1041.38,521.02,520.36,49.97,132.17,8.2,Debit Card
ORD-2022-00348,2022-10-26,West,ST-25,SP-21,Sports & Outdoors,Hiking Backpack,Partner,SMB,62,11,80.92,4.4,1039.92,428.39,611.53,58.81,81.0,8.1,Bank Transfer
ORD-2022-00349,2022-02-23,West,ST-23,SP-40,Clothing,Sports Hoodie,In-Store,Consumer,36,6,111.33,3.2,489.68,239.54,250.14,51.08,15.29,8.1,Debit Card
ORD-2024-00350,2024-02-05,North,ST-04,SP-32,Food & Beverage,Premium Tea Set,Online,Enterprise,22,36,49.25,5.3,1261.97,505.67,756.3,59.93,82.96,6.3,Bank Transfer
ORD-2023-00351,2023-02-23,North,ST-04,SP-40,Food & Beverage,Protein Bar Pack,Partner,Consumer,49,1,22.99,11.0,14.5,6.14,8.36,57.66,1.64,5.4,Credit Card
ORD-2024-00352,2024-12-11,East,ST-18,SP-03,Food & Beverage,Energy Drink Case,In-Store,Consumer,37,7,13.54,22.2,104.85,32.07,72.78,69.41,3.91,9.8,Debit Card
ORD-2022-00353,2022-04-11,North,ST-04,SP-26,Sports & Outdoors,Camping Tent,In-Store,SMB,61,19,125.54,18.1,1722.2,790.16,932.04,54.12,74.93,9.1,Bank Transfer
ORD-2023-00354,2023-01-04,West,ST-24,SP-35,Electronics,Gaming Mouse,Online,Enterprise,51,22,261.24,17.3,4155.63,2349.3,1806.33,43.47,297.36,8.7,Debit Card
ORD-2022-00355,2022-12-02,East,ST-13,SP-06,Electronics,USB-C Hub,In-Store,Enterprise,67,42,623.93,11.1,20575.73,11875.96,8699.77,42.28,847.89,8.4,Credit Card
ORD-2023-00356,2023-11-18,East,ST-18,SP-10,Electronics,Smart Watch,Online,Consumer,48,8,323.54,6.1,3398.92,1973.82,1425.1,41.93,336.93,7.6,Credit Card
ORD-2023-00357,2023-02-20,North,ST-03,SP-01,Food & Beverage,Energy Drink Case,In-Store,Enterprise,53,47,13.54,12.0,501.63,184.63,317.0,63.19,19.37,7.6,Credit Card
ORD-2023-00358,2023-07-24,East,ST-17,SP-14,Electronics,Smart Watch,Online,SMB,31,12,323.54,6.7,4568.34,2580.7,1987.64,43.51,279.7,7.4,Cash
ORD-2023-00359,2023-01-01,North,ST-03,SP-40,Home & Garden,Garden Tool Kit,In-Store,Consumer,33,6,239.74,19.1,877.09,365.54,511.55,58.32,30.86,7.2,Bank Transfer
ORD-2022-00360,2022-05-19,West,ST-25,SP-36,Electronics,USB-C Hub,Online,Consumer,39,7,623.93,9.6,4795.01,3204.46,1590.55,33.17,409.39,8.4,Credit Card
ORD-2022-00361,2022-08-12,East,ST-18,SP-34,Sports & Outdoors,Hiking Backpack,Phone,Consumer,67,6,80.92,5.8,431.29,206.06,225.23,52.22,27.79,8.9,Credit Card
ORD-2024-00362,2024-10-13,East,ST-18,SP-32,Food & Beverage,Premium Tea Set,Partner,SMB,40,3,49.25,3.8,141.01,52.14,88.87,63.02,16.61,6.6,Bank Transfer
ORD-2023-00363,2023-03-01,West,ST-22,SP-27,Electronics,Bluetooth Speaker,In-Store,Consumer,22,5,545.94,5.7,2793.68,1568.74,1224.94,43.85,98.36,5.5,Debit Card
ORD-2022-00364,2022-08-22,East,ST-15,SP-26,Home & Garden,Throw Pillow Set,Partner,Consumer,34,6,130.7,18.8,624.98,303.89,321.09,51.38,61.54,7.3,Credit Card
ORD-2022-00365,2022-03-14,East,ST-16,SP-10,Home & Garden,Throw Pillow Set,Partner,Consumer,48,1,130.7,15.9,99.32,45.08,54.24,54.61,11.27,7.2,Bank Transfer
ORD-2023-00366,2023-03-03,East,ST-15,SP-23,Electronics,Smart Watch,Online,Enterprise,46,20,323.54,10.4,5837.65,3597.31,2240.34,38.38,493.69,9.0,Debit Card
ORD-2023-00367,2023-09-24,East,ST-15,SP-46,Electronics,Gaming Mouse,Online,Consumer,45,5,261.24,5.2,1627.63,978.85,648.78,39.86,99.92,7.9,Credit Card
ORD-2022-00368,2022-07-09,East,ST-13,SP-31,Sports & Outdoors,Resistance Bands Set,Online,Consumer,68,5,230.35,14.4,1221.65,493.99,727.66,59.56,119.53,5.7,Bank Transfer
ORD-2024-00369,2024-11-23,East,ST-14,SP-14,Home & Garden,LED Desk Lamp,In-Store,Consumer,29,1,310.44,12.5,401.96,203.78,198.18,49.3,12.09,7.3,Credit Card
ORD-2024-00370,2024-12-02,West,ST-24,SP-20,Electronics,4K Monitor,In-Store,SMB,34,11,571.22,9.7,7923.93,5399.16,2524.77,31.86,349.5,7.7,Credit Card
ORD-2023-00371,2023-07-13,North,ST-03,SP-08,Electronics,Wireless Headphones,Online,SMB,42,12,286.18,10.4,3215.62,1862.22,1353.4,42.09,228.14,8.8,Credit Card
ORD-2022-00372,2022-04-14,North,ST-04,SP-44,Electronics,Gaming Mouse,Online,SMB,33,17,261.24,11.1,4299.53,2593.11,1706.42,39.69,409.48,6.7,Debit Card
ORD-2024-00373,2024-12-28,North,ST-04,SP-37,Electronics,USB-C Hub,Online,SMB,63,17,623.93,8.7,14385.55,10229.08,4156.47,28.89,904.83,8.3,Debit Card
ORD-2024-00374,2024-01-15,South,ST-12,SP-43,Clothing,Casual Shirt,In-Store,Enterprise,52,40,178.38,8.6,6536.61,2640.22,3896.39,59.61,303.5,7.0,Credit Card
ORD-2022-00375,2022-09-18,East,ST-16,SP-46,Home & Garden,Coffee Maker,In-Store,Enterprise,41,35,331.73,10.7,12028.54,5327.96,6700.58,55.71,407.15,8.4,Debit Card
ORD-2022-00376,2022-05-16,South,ST-12,SP-38,Food & Beverage,Energy Drink Case,In-Store,SMB,66,5,13.54,13.6,41.19,16.76,24.43,59.31,1.98,8.9,Credit Card
ORD-2022-00377,2022-08-23,East,ST-16,SP-21,Food & Beverage,Energy Drink Case,Online,Consumer,26,7,13.54,6.7,108.92,43.21,65.71,60.33,6.42,7.6,Debit Card
ORD-2022-00378,2022-01-01,West,ST-24,SP-10,Food & Beverage,Protein Bar Pack,In-Store,Consumer,34,6,22.99,6.3,121.92,51.1,70.82,58.09,5.4,8.1,Credit Card
ORD-2024-00379,2024-06-09,East,ST-15,SP-06,Food & Beverage,Gourmet Nuts Bundle,Partner,SMB,30,4,27.14,7.2,86.16,32.94,53.22,61.77,6.31,6.8,Cash
ORD-2024-00380,2024-01-06,North,ST-03,SP-02,Clothing,Formal Blazer,In-Store,Consumer,67,7,131.12,8.2,818.97,335.43,483.54,59.04,26.34,5.4,Credit Card
ORD-2022-00381,2022-10-12,North,ST-04,SP-24,Sports & Outdoors,Resistance Bands Set,Online,Consumer,30,2,230.35,11.7,489.5,197.99,291.51,59.55,48.2,5.9,Credit Card
ORD-2022-00382,2022-10-06,North,ST-06,SP-27,Sports & Outdoors,Foam Roller,In-Store,SMB,33,16,149.11,10.0,2461.25,1123.58,1337.67,54.35,89.9,4.9,Credit Card
ORD-2023-00383,2023-01-16,South,ST-07,SP-37,Food & Beverage,Premium Tea Set,Phone,SMB,56,4,49.25,21.7,150.8,58.09,92.71,61.48,10.16,9.1,Debit Card
ORD-2022-00384,2022-06-13,North,ST-06,SP-34,Sports & Outdoors,Camping Tent,In-Store,Enterprise,61,40,125.54,11.4,3652.01,1799.84,1852.17,50.72,160.87,8.6,Credit Card
ORD-2023-00385,2023-10-02,East,ST-15,SP-35,Home & Garden,LED Desk Lamp,In-Store,Consumer,58,7,310.44,7.0,2244.81,1293.0,951.81,42.4,78.73,8.4,Debit Card
ORD-2023-00386,2023-09-15,West,ST-23,SP-17,Electronics,USB-C Hub,In-Store,Consumer,64,1,623.93,6.1,720.82,406.56,314.26,43.6,28.93,9.1,Bank Transfer
ORD-2023-00387,2023-07-24,South,ST-11,SP-18,Clothing,Casual Shirt,Online,Enterprise,33,19,178.38,11.9,3966.48,1712.6,2253.88,56.82,255.52,7.9,Bank Transfer
ORD-2023-00388,2023-01-06,West,ST-25,SP-03,Clothing,Winter Jacket,Partner,Consumer,31,7,50.33,14.3,282.69,116.84,165.85,58.67,27.25,6.9,Cash
ORD-2022-00389,2022-12-09,North,ST-06,SP-23,Electronics,4K Monitor,Phone,Enterprise,32,40,571.22,6.3,21040.31,14241.04,6799.27,32.32,1453.62,6.3,Credit Card
ORD-2024-00390,2024-03-09,East,ST-14,SP-34,Sports & Outdoors,Yoga Mat Pro,Online,Consumer,46,1,111.0,3.5,111.04,52.22,58.82,52.97,8.1,7.1,Debit Card
ORD-2024-00391,2024-06-03,East,ST-18,SP-18,Clothing,Casual Shirt,Phone,SMB,59,10,178.38,13.5,2304.03,1065.43,1238.6,53.76,112.94,6.8,Credit Card
ORD-2023-00392,2023-01-04,South,ST-07,SP-44,Electronics,Wireless Headphones,Online,Enterprise,28,32,286.18,5.2,9236.15,5524.7,3711.45,40.18,602.82,9.0,Debit Card
ORD-2022-00393,2022-02-18,East,ST-13,SP-39,Home & Garden,Air Purifier,Partner,Consumer,67,2,97.51,16.5,166.12,70.33,95.79,57.66,18.17,9.1,Bank Transfer
ORD-2023-00394,2023-01-14,West,ST-24,SP-12,Clothing,Denim Jeans,In-Store,Enterprise,51,27,124.2,14.3,3532.77,1684.82,1847.95,52.31,155.52,6.9,Bank Transfer
ORD-2023-00395,2023-10-25,South,ST-07,SP-18,Home & Garden,LED Desk Lamp,In-Store,Consumer,38,5,310.44,4.7,2113.54,871.82,1241.72,58.75,108.86,7.8,Bank Transfer
ORD-2024-00396,2024-10-04,North,ST-05,SP-50,Food & Beverage,Gourmet Nuts Bundle,In-Store,Consumer,67,1,27.14,3.0,29.53,11.39,18.14,61.43,1.0,8.5,Credit Card
ORD-2024-00397,2024-07-02,North,ST-04,SP-10,Home & Garden,Robot Vacuum,Partner,Consumer,39,6,115.68,18.1,634.3,319.33,314.97,49.66,64.02,9.2,Credit Card
ORD-2024-00398,2024-06-12,South,ST-12,SP-50,Home & Garden,Robot Vacuum,In-Store,Enterprise,66,40,115.68,3.9,4192.11,2080.77,2111.34,50.36,217.14,6.8,Cash
ORD-2023-00399,2023-11-14,East,ST-16,SP-04,Home & Garden,Garden Tool Kit,Online,Consumer,43,8,239.74,14.1,2542.1,1149.52,1392.58,54.78,167.14,4.8,Credit Card
ORD-2023-00400,2023-01-27,South,ST-10,SP-07,Home & Garden,Coffee Maker,In-Store,Consumer,50,3,331.73,2.1,929.56,376.07,553.49,59.54,48.26,6.2,Debit Card
ORD-2023-00401,2023-05-04,East,ST-13,SP-35,Home & Garden,LED Desk Lamp,In-Store,Consumer,50,1,310.44,2.2,289.49,118.72,170.77,58.99,13.58,7.9,Bank Transfer
ORD-2024-00402,2024-12-07,East,ST-18,SP-35,Electronics,Tablet HD,Partner,Enterprise,31,11,758.83,8.7,8680.52,6129.0,2551.52,29.39,631.49,7.7,Debit Card
ORD-2022-00403,2022-09-25,North,ST-06,SP-04,Sports & Outdoors,Yoga Mat Pro,In-Store,SMB,59,6,111.0,3.8,699.28,336.46,362.82,51.88,29.91,8.1,Credit Card
ORD-2023-00404,2023-11-22,West,ST-24,SP-44,Clothing,Winter Jacket,Partner,Consumer,30,4,50.33,14.1,243.43,112.72,130.71,53.7,21.94,8.1,Credit Card
ORD-2022-00405,2022-09-05,South,ST-10,SP-11,Home & Garden,Throw Pillow Set,Online,SMB,59,6,130.7,14.8,680.11,349.44,330.67,48.62,50.37,9.1,Credit Card
ORD-2022-00406,2022-06-15,North,ST-02,SP-06,Home & Garden,Throw Pillow Set,Partner,SMB,52,9,130.7,4.2,713.04,319.99,393.05,55.12,69.18,9.4,Debit Card
ORD-2023-00407,2023-05-05,West,ST-23,SP-45,Electronics,Smart Watch,Phone,Consumer,27,5,323.54,6.9,1824.8,1005.06,819.74,44.92,92.12,8.6,Debit Card
ORD-2022-00408,2022-07-15,East,ST-17,SP-33,Electronics,Tablet HD,Online,SMB,31,18,758.83,9.1,8374.39,4833.36,3541.03,42.28,839.85,8.6,Debit Card
ORD-2022-00409,2022-04-21,East,ST-15,SP-14,Food & Beverage,Protein Bar Pack,In-Store,Consumer,51,1,22.99,18.9,19.74,6.44,13.3,67.38,0.92,7.4,Credit Card
ORD-2023-00410,2023-04-27,West,ST-23,SP-38,Clothing,Running Shoes,Phone,Consumer,36,6,83.82,5.4,403.58,166.76,236.82,58.68,22.94,7.5,Cash
ORD-2023-00411,2023-02-14,South,ST-08,SP-05,Food & Beverage,Energy Drink Case,Online,SMB,35,17,13.54,4.7,198.73,70.75,127.98,64.4,15.5,7.8,Bank Transfer
ORD-2023-00412,2023-07-07,North,ST-02,SP-03,Home & Garden,Robot Vacuum,Online,Enterprise,51,20,115.68,14.1,2138.18,939.89,1198.29,56.04,150.03,8.8,Credit Card
ORD-2022-00413,2022-11-18,West,ST-24,SP-40,Sports & Outdoors,Trekking Poles,Partner,Consumer,27,8,76.72,16.7,467.35,194.79,272.56,58.32,45.99,7.7,Credit Card
ORD-2024-00414,2024-05-26,West,ST-20,SP-16,Clothing,Sports Hoodie,Online,Consumer,31,1,111.33,7.9,105.5,40.74,64.76,61.38,10.93,7.6,Bank Transfer
ORD-2024-00415,2024-10-29,North,ST-05,SP-26,Food & Beverage,Organic Coffee Box,In-Store,SMB,57,16,52.46,20.0,827.54,264.74,562.8,68.01,29.05,7.7,Cash
ORD-2024-00416,2024-09-09,East,ST-14,SP-46,Food & Beverage,Gourmet Nuts Bundle,Phone,Enterprise,51,18,27.14,17.1,546.89,197.32,349.57,63.92,38.52,7.5,Credit Card
ORD-2024-00417,2024-01-29,East,ST-18,SP-41,Electronics,Wireless Headphones,In-Store,Consumer,55,7,286.18,13.9,1918.64,1282.94,635.7,33.13,81.93,7.0,Credit Card
ORD-2022-00418,2022-06-15,East,ST-15,SP-48,Sports & Outdoors,Trekking Poles,Partner,Consumer,25,6,76.72,8.6,445.83,172.51,273.32,61.31,41.01,7.2,Credit Card
ORD-2022-00419,2022-05-18,East,ST-14,SP-09,Sports & Outdoors,Resistance Bands Set,In-Store,Consumer,59,4,230.35,13.9,791.24,403.02,388.22,49.06,28.24,8.9,Bank Transfer
ORD-2024-00420,2024-05-16,South,ST-07,SP-24,Clothing,Denim Jeans,In-Store,Consumer,52,5,124.2,8.4,670.13,289.19,380.94,56.85,29.59,6.7,Debit Card
ORD-2022-00421,2022-05-15,North,ST-04,SP-06,Electronics,Smart Watch,Online,Consumer,28,2,323.54,12.7,391.66,248.46,143.2,36.56,38.38,6.0,Credit Card
ORD-2023-00422,2023-08-24,South,ST-12,SP-35,Sports & Outdoors,Hiking Backpack,Online,SMB,63,9,80.92,2.8,635.4,335.62,299.78,47.18,42.67,7.1,Credit Card
ORD-2024-00423,2024-11-30,East,ST-16,SP-38,Clothing,Formal Blazer,Phone,Consumer,64,8,131.12,8.5,1054.4,484.41,569.99,54.06,78.38,6.8,Debit Card
ORD-2023-00424,2023-04-10,East,ST-15,SP-50,Sports & Outdoors,Resistance Bands Set,Online,Consumer,32,3,230.35,13.0,615.7,263.82,351.88,57.15,63.24,9.7,Debit Card
ORD-2022-00425,2022-11-11,North,ST-01,SP-03,Sports & Outdoors,Trekking Poles,Online,SMB,33,4,76.72,12.1,292.28,159.66,132.62,45.37,18.44,4.6,Credit Card
ORD-2024-00426,2024-12-28,South,ST-07,SP-26,Sports & Outdoors,Resistance Bands Set,Partner,Consumer,31,6,230.35,11.7,1384.01,595.46,788.55,56.98,171.28,8.7,Credit Card
ORD-2022-00427,2022-10-29,West,ST-24,SP-29,Clothing,Winter Jacket,Phone,Consumer,30,2,50.33,6.4,123.71,53.97,69.74,56.37,8.94,7.0,Debit Card
ORD-2022-00428,2022-04-23,East,ST-14,SP-38,Food & Beverage,Protein Bar Pack,Online,Enterprise,50,15,22.99,21.5,225.89,81.13,144.76,64.08,17.97,8.2,Debit Card
